industry,level,level,line_code,value
"Textile, clothing, footwear, & leather",2,3,D2000.01,15
Wood & paper product,2,3,D2000.01,12
"Printing, publishing, & recorded media",2,3,D2000.01,6
"Petroleum, coal, chemical, & associated product",2,3,D2000.01,12
Non-metallic mineral product,2,3,D2000.01,15
Metal product,2,3,D2000.01,39
Transport and industrial machinery & equipment,2,3,D2000.01,24
Other machinery & equipment,2,3,D2000.01,15
Other manufacturing,2,3,D2000.01,24
"Electricity, gas, water, & waste services",1,2,D2000.01,15
Construction,1,2,D2000.01,216
Wholesale trade,1,2,D2000.01,201
Machinery & equipment wholesaling,2,3,D2000.01,33
Other wholesale trade,2,3,D2000.01,165
Retail trade,1,2,D2000.01,96
Accommodation & food services,1,2,D2000.01,333
"Transport, postal, & warehousing",1,2,D2000.01,129
Information media & telecommunications,1,2,D2000.01,27
Publishing,2,3,D2000.01,12
Motion picture,2,3,D2000.01,3
Telecommunications,2,3,D2000.01,6
Financial & insurance services,1,2,D2000.01,30
Finance,2,3,D2000.01,12
Insurance,2,3,D2000.01,0
Auxiliary,2,3,D2000.01,18
"Rental, hiring, & real estate services",1,2,D2000.01,72
"Professional, scientific, & technical services",1,2,D2000.01,225
Computer systems design,2,3,D2000.01,42
Other professional scientific,2,3,D2000.01,186
Administrative & support services,1,2,D2000.01,63
Education & training,1,2,D2000.01,12
Health care & social assistance,1,2,D2000.01,126
Arts & recreation services,1,2,D2000.01,27
Other services,1,2,D2000.01,87
total,0,1,D2000.01,2256
total,0,1,D2000.02,3420
total,0,1,D2000.02,1203
total,0,1,D2000.02,306
total,0,1,D2000.02,231
"Agriculture, forestry, & fishing",1,2,D2000.02,657
Agriculture,2,3,D2000.02,456
Commercial fishing,2,3,D2000.02,6
Forestry & logging,2,3,D2000.02,69
"Agriculture, forestry, & fishing support services",2,3,D2000.02,129
Mining,1,2,D2000.02,12
Manufacturing,1,2,D2000.02,726
"Food, beverage, & tobacco",2,3,D2000.02,171
"Textile, clothing, footwear, & leather",2,3,D2000.02,24
Wood & paper product,2,3,D2000.02,111
"Printing, publishing, & recorded media",2,3,D2000.02,39
"Petroleum, coal, chemical, & associated product",2,3,D2000.02,66
Non-metallic mineral product,2,3,D2000.02,12
Metal product,2,3,D2000.02,126
Transport and industrial machinery & equipment,2,3,D2000.02,114
Other machinery & equipment,2,3,D2000.02,9
Other manufacturing,2,3,D2000.02,51
"Electricity, gas, water, & waste services",1,2,D2000.02,24
Construction,1,2,D2000.02,936
Wholesale trade,1,2,D2000.02,288
Machinery & equipment wholesaling,2,3,D2000.02,75
Other wholesale trade,2,3,D2000.02,213
Retail trade,1,2,D2000.02,468
Accommodation & food services,1,2,D2000.02,531
"Transport, postal, & warehousing",1,2,D2000.02,252
Information media & telecommunications,1,2,D2000.02,27
Publishing,2,3,D2000.02,6
Motion picture,2,3,D2000.02,6
Telecommunications,2,3,D2000.02,12
Financial & insurance services,1,2,D2000.02,30
Finance,2,3,D2000.02,12
Insurance,2,3,D2000.02,3
Auxiliary,2,3,D2000.02,18
"Rental, hiring, & real estate services",1,2,D2000.02,165
"Professional, scientific, & technical services",1,2,D2000.02,408
Computer systems design,2,3,D2000.02,78
Other professional scientific,2,3,D2000.02,333
Administrative & support services,1,2,D2000.02,138
Education & training,1,2,D2000.02,93
Health care & social assistance,1,2,D2000.02,240
Arts & recreation services,1,2,D2000.02,42
Other services,1,2,D2000.02,117
total,0,1,D2000.02,5163
total,0,1,D2000.03,375
total,0,1,D2000.03,117
total,0,1,D2000.03,42
total,0,1,D2000.03,39
"Agriculture, forestry, & fishing",1,2,D2000.03,27
Agriculture,2,3,D2000.03,3
Commercial fishing,2,3,D2000.03,0
Forestry & logging,2,3,D2000.03,12
"Agriculture, forestry, & fishing support services",2,3,D2000.03,12
Mining,1,2,D2000.03,3
Manufacturing,1,2,D2000.03,105
"Food, beverage, & tobacco",2,3,D2000.03,21
"Textile, clothing, footwear, & leather",2,3,D2000.03,3
Wood & paper product,2,3,D2000.03,6
"Printing, publishing, & recorded media",2,3,D2000.03,0
"Petroleum, coal, chemical, & associated product",2,3,D2000.03,3
Non-metallic mineral product,2,3,D2000.03,0
Metal product,2,3,D2000.03,12
Transport and industrial machinery & equipment,2,3,D2000.03,48
Other machinery & equipment,2,3,D2000.03,9
Other manufacturing,2,3,D2000.03,3
"Electricity, gas, water, & waste services",1,2,D2000.03,0
Construction,1,2,D2000.03,6
Wholesale trade,1,2,D2000.03,48
Machinery & equipment wholesaling,2,3,D2000.03,0
Other wholesale trade,2,3,D2000.03,45
Retail trade,1,2,D2000.03,66
Accommodation & food services,1,2,D2000.03,99
"Transport, postal, & warehousing",1,2,D2000.03,12
Information media & telecommunications,1,2,D2000.03,9
Publishing,2,3,D2000.03,6
Motion picture,2,3,D2000.03,0
Telecommunications,2,3,D2000.03,3
Financial & insurance services,1,2,D2000.03,24
Finance,2,3,D2000.03,9
Insurance,2,3,D2000.03,3
Auxiliary,2,3,D2000.03,12
"Rental, hiring, & real estate services",1,2,D2000.03,0
"Professional, scientific, & technical services",1,2,D2000.03,75
Computer systems design,2,3,D2000.03,45
Other professional scientific,2,3,D2000.03,33
Administrative & support services,1,2,D2000.03,21
Education & training,1,2,D2000.03,27
Health care & social assistance,1,2,D2000.03,36
Arts & recreation services,1,2,D2000.03,0
Other services,1,2,D2000.03,3
total,0,1,D2000.03,576
total,0,1,D2000.04,24321
total,0,1,D2000.04,5613
total,0,1,D2000.04,1665
total,0,1,D2000.04,1356
"Agriculture, forestry, & fishing",1,2,D2000.04,2457
Agriculture,2,3,D2000.04,1626
Commercial fishing,2,3,D2000.04,42
Forestry & logging,2,3,D2000.04,132
"Agriculture, forestry, & fishing support services",2,3,D2000.04,657
Mining,1,2,D2000.04,78
Manufacturing,1,2,D2000.04,3858
"Food, beverage, & tobacco",2,3,D2000.04,774
"Textile, clothing, footwear, & leather",2,3,D2000.04,228
Wood & paper product,2,3,D2000.04,357
"Printing, publishing, & recorded media",2,3,D2000.04,192
"Petroleum, coal, chemical, & associated product",2,3,D2000.04,330
Non-metallic mineral product,2,3,D2000.04,147
Metal product,2,3,D2000.04,720
Transport and industrial machinery & equipment,2,3,D2000.04,657
Other machinery & equipment,2,3,D2000.04,183
Other manufacturing,2,3,D2000.04,270
"Electricity, gas, water, & waste services",1,2,D2000.04,111
Construction,1,2,D2000.04,4053
Wholesale trade,1,2,D2000.04,2442
Machinery & equipment wholesaling,2,3,D2000.04,834
Other wholesale trade,2,3,D2000.04,1605
Retail trade,1,2,D2000.04,3660
Accommodation & food services,1,2,D2000.04,4416
"Transport, postal, & warehousing",1,2,D2000.04,1113
Information media & telecommunications,1,2,D2000.04,309
Publishing,2,3,D2000.04,99
Motion picture,2,3,D2000.04,117
Telecommunications,2,3,D2000.04,90
Financial & insurance services,1,2,D2000.04,456
Finance,2,3,D2000.04,138
Insurance,2,3,D2000.04,27
Auxiliary,2,3,D2000.04,291
"Rental, hiring, & real estate services",1,2,D2000.04,687
"Professional, scientific, & technical services",1,2,D2000.04,3669
Computer systems design,2,3,D2000.04,636
Other professional scientific,2,3,D2000.04,3033
Administrative & support services,1,2,D2000.04,1386
Education & training,1,2,D2000.04,816
Health care & social assistance,1,2,D2000.04,2082
Arts & recreation services,1,2,D2000.04,372
Other services,1,2,D2000.04,981
total,0,1,D2000.04,32955
total,0,1,D2000.05,2325
total,0,1,D2000.05,342
total,0,1,D2000.05,138
total,0,1,D2000.05,129
"Agriculture, forestry, & fishing",1,2,D2000.05,216
Agriculture,2,3,D2000.05,177
Commercial fishing,2,3,D2000.05,3
Forestry & logging,2,3,D2000.05,9
"Agriculture, forestry, & fishing support services",2,3,D2000.05,30
Mining,1,2,D2000.05,12
Manufacturing,1,2,D2000.05,291
"Food, beverage, & tobacco",2,3,D2000.05,81
"Textile, clothing, footwear, & leather",2,3,D2000.05,3
Wood & paper product,2,3,D2000.05,18
"Printing, publishing, & recorded media",2,3,D2000.05,0
"Petroleum, coal, chemical, & associated product",2,3,D2000.05,30
Non-metallic mineral product,2,3,D2000.05,15
Metal product,2,3,D2000.05,84
Transport and industrial machinery & equipment,2,3,D2000.05,30
Other machinery & equipment,2,3,D2000.05,12
Other manufacturing,2,3,D2000.05,15
"Electricity, gas, water, & waste services",1,2,D2000.05,12
Construction,1,2,D2000.05,387
Wholesale trade,1,2,D2000.05,234
Machinery & equipment wholesaling,2,3,D2000.05,27
Other wholesale trade,2,3,D2000.05,207
Retail trade,1,2,D2000.05,357
Accommodation & food services,1,2,D2000.05,666
"Transport, postal, & warehousing",1,2,D2000.05,114
Information media & telecommunications,1,2,D2000.05,15
Publishing,2,3,D2000.05,3
Motion picture,2,3,D2000.05,3
Telecommunications,2,3,D2000.05,6
Financial & insurance services,1,2,D2000.05,24
Finance,2,3,D2000.05,12
Insurance,2,3,D2000.05,3
Auxiliary,2,3,D2000.05,12
"Rental, hiring, & real estate services",1,2,D2000.05,75
"Professional, scientific, & technical services",1,2,D2000.05,108
Computer systems design,2,3,D2000.05,24
Other professional scientific,2,3,D2000.05,87
Administrative & support services,1,2,D2000.05,126
Education & training,1,2,D2000.05,33
Health care & social assistance,1,2,D2000.05,153
Arts & recreation services,1,2,D2000.05,15
Other services,1,2,D2000.05,90
total,0,1,D2000.05,2937
total,0,1,D2101,3669
total,0,1,D2101,1236
total,0,1,D2101,342
total,0,1,D2101,258
"Agriculture, forestry, & fishing",1,2,D2101,816
Agriculture,2,3,D2101,561
Commercial fishing,2,3,D2101,6
Forestry & logging,2,3,D2101,54
"Agriculture, forestry, & fishing support services",2,3,D2101,198
Mining,1,2,D2101,9
Manufacturing,1,2,D2101,651
"Food, beverage, & tobacco",2,3,D2101,150
"Textile, clothing, footwear, & leather",2,3,D2101,36
Wood & paper product,2,3,D2101,72
"Printing, publishing, & recorded media",2,3,D2101,42
"Petroleum, coal, chemical, & associated product",2,3,D2101,63
Non-metallic mineral product,2,3,D2101,24
Metal product,2,3,D2101,105
Transport and industrial machinery & equipment,2,3,D2101,96
Other machinery & equipment,2,3,D2101,21
Other manufacturing,2,3,D2101,42
"Electricity, gas, water, & waste services",1,2,D2101,24
Construction,1,2,D2101,741
Wholesale trade,1,2,D2101,381
Machinery & equipment wholesaling,2,3,D2101,87
Other wholesale trade,2,3,D2101,291
Retail trade,1,2,D2101,462
Accommodation & food services,1,2,D2101,648
"Transport, postal, & warehousing",1,2,D2101,285
Information media & telecommunications,1,2,D2101,36
Publishing,2,3,D2101,15
Motion picture,2,3,D2101,9
Telecommunications,2,3,D2101,12
Financial & insurance services,1,2,D2101,45
Finance,2,3,D2101,21
Insurance,2,3,D2101,3
Auxiliary,2,3,D2101,24
"Rental, hiring, & real estate services",1,2,D2101,201
"Professional, scientific, & technical services",1,2,D2101,465
Computer systems design,2,3,D2101,87
Other professional scientific,2,3,D2101,378
Administrative & support services,1,2,D2101,156
Education & training,1,2,D2101,90
Health care & social assistance,1,2,D2101,279
Arts & recreation services,1,2,D2101,66
Other services,1,2,D2101,144
total,0,1,D2101,5505
total,0,1,D2102,801
total,0,1,D2102,408
total,0,1,D2102,114
total,0,1,D2102,90
"Agriculture, forestry, & fishing",1,2,D2102,213
Agriculture,2,3,D2102,153
Commercial fishing,2,3,D2102,0
Forestry & logging,2,3,D2102,24
"Agriculture, forestry, & fishing support services",2,3,D2102,36
Mining,1,2,D2102,9
Manufacturing,1,2,D2102,204
"Food, beverage, & tobacco",2,3,D2102,66
"Textile, clothing, footwear, & leather",2,3,D2102,3
Wood & paper product,2,3,D2102,18
"Printing, publishing, & recorded media",2,3,D2102,9
"Petroleum, coal, chemical, & associated product",2,3,D2102,12
Non-metallic mineral product,2,3,D2102,6
Metal product,2,3,D2102,48
Transport and industrial machinery & equipment,2,3,D2102,18
Other machinery & equipment,2,3,D2102,6
Other manufacturing,2,3,D2102,12
"Electricity, gas, water, & waste services",1,2,D2102,12
Construction,1,2,D2102,243
Wholesale trade,1,2,D2102,123
Machinery & equipment wholesaling,2,3,D2102,21
Other wholesale trade,2,3,D2102,99
Retail trade,1,2,D2102,27
Accommodation & food services,1,2,D2102,96
"Transport, postal, & warehousing",1,2,D2102,96
Information media & telecommunications,1,2,D2102,21
Publishing,2,3,D2102,9
Motion picture,2,3,D2102,3
Telecommunications,2,3,D2102,3
Financial & insurance services,1,2,D2102,21
Finance,2,3,D2102,12
Insurance,2,3,D2102,3
Auxiliary,2,3,D2102,9
"Rental, hiring, & real estate services",1,2,D2102,81
"Professional, scientific, & technical services",1,2,D2102,156
Computer systems design,2,3,D2102,66
Other professional scientific,2,3,D2102,93
Administrative & support services,1,2,D2102,48
Education & training,1,2,D2102,6
Health care & social assistance,1,2,D2102,45
Arts & recreation services,1,2,D2102,3
Other services,1,2,D2102,6
total,0,1,D2102,1416
total,0,1,D2103,3750
total,0,1,D2103,1323
total,0,1,D2103,327
total,0,1,D2103,171
"Agriculture, forestry, & fishing",1,2,D2103,747
Agriculture,2,3,D2103,474
Commercial fishing,2,3,D2103,3
Forestry & logging,2,3,D2103,90
"Agriculture, forestry, & fishing support services",2,3,D2103,180
Mining,1,2,D2103,15
Manufacturing,1,2,D2103,678
"Food, beverage, & tobacco",2,3,D2103,96
"Textile, clothing, footwear, & leather",2,3,D2103,42
Wood & paper product,2,3,D2103,84
"Printing, publishing, & recorded media",2,3,D2103,39
"Petroleum, coal, chemical, & associated product",2,3,D2103,63
Non-metallic mineral product,2,3,D2103,21
Metal product,2,3,D2103,108
Transport and industrial machinery & equipment,2,3,D2103,132
Other machinery & equipment,2,3,D2103,18
Other manufacturing,2,3,D2103,75
"Electricity, gas, water, & waste services",1,2,D2103,15
Construction,1,2,D2103,783
Wholesale trade,1,2,D2103,270
Machinery & equipment wholesaling,2,3,D2103,48
Other wholesale trade,2,3,D2103,222
Retail trade,1,2,D2103,525
Accommodation & food services,1,2,D2103,795
"Transport, postal, & warehousing",1,2,D2103,282
Information media & telecommunications,1,2,D2103,33
Publishing,2,3,D2103,12
Motion picture,2,3,D2103,3
Telecommunications,2,3,D2103,12
Financial & insurance services,1,2,D2103,42
Finance,2,3,D2103,15
Insurance,2,3,D2103,0
Auxiliary,2,3,D2103,27
"Rental, hiring, & real estate services",1,2,D2103,147
"Professional, scientific, & technical services",1,2,D2103,450
Computer systems design,2,3,D2103,84
Other professional scientific,2,3,D2103,369
Administrative & support services,1,2,D2103,159
Education & training,1,2,D2103,78
Health care & social assistance,1,2,D2103,318
Arts & recreation services,1,2,D2103,36
Other services,1,2,D2103,195
total,0,1,D2103,5571
total,0,1,D2104,804
total,0,1,D2104,327
total,0,1,D2104,78
total,0,1,D2104,51
"Agriculture, forestry, & fishing",1,2,D2104,216
Agriculture,2,3,D2104,180
Commercial fishing,2,3,D2104,0
Forestry & logging,2,3,D2104,12
"Agriculture, forestry, & fishing support services",2,3,D2104,24
Mining,1,2,D2104,6
Manufacturing,1,2,D2104,210
"Food, beverage, & tobacco",2,3,D2104,81
"Textile, clothing, footwear, & leather",2,3,D2104,15
Wood & paper product,2,3,D2104,12
"Printing, publishing, & recorded media",2,3,D2104,3
"Petroleum, coal, chemical, & associated product",2,3,D2104,15
Non-metallic mineral product,2,3,D2104,9
Metal product,2,3,D2104,18
Transport and industrial machinery & equipment,2,3,D2104,42
Other machinery & equipment,2,3,D2104,3
Other manufacturing,2,3,D2104,15
"Electricity, gas, water, & waste services",1,2,D2104,6
Construction,1,2,D2104,162
Wholesale trade,1,2,D2104,99
Machinery & equipment wholesaling,2,3,D2104,33
Other wholesale trade,2,3,D2104,66
Retail trade,1,2,D2104,51
Accommodation & food services,1,2,D2104,174
"Transport, postal, & warehousing",1,2,D2104,24
Information media & telecommunications,1,2,D2104,18
Publishing,2,3,D2104,9
Motion picture,2,3,D2104,6
Telecommunications,2,3,D2104,0
Financial & insurance services,1,2,D2104,21
Finance,2,3,D2104,9
Insurance,2,3,D2104,0
Auxiliary,2,3,D2104,12
"Rental, hiring, & real estate services",1,2,D2104,30
"Professional, scientific, & technical services",1,2,D2104,99
Computer systems design,2,3,D2104,66
Other professional scientific,2,3,D2104,36
Administrative & support services,1,2,D2104,45
Education & training,1,2,D2104,21
Health care & social assistance,1,2,D2104,33
Arts & recreation services,1,2,D2104,12
Other services,1,2,D2104,30
total,0,1,D2104,1260
total,0,1,D2105,72
total,0,1,D2105,15
total,0,1,D2105,3
total,0,1,D2105,6
"Agriculture, forestry, & fishing",1,2,D2105,21
Agriculture,2,3,D2105,21
Commercial fishing,2,3,D2105,0
Forestry & logging,2,3,D2105,0
"Agriculture, forestry, & fishing support services",2,3,D2105,0
Mining,1,2,D2105,0
Manufacturing,1,2,D2105,3
"Food, beverage, & tobacco",2,3,D2105,0
"Textile, clothing, footwear, & leather",2,3,D2105,0
Wood & paper product,2,3,D2105,3
"Printing, publishing, & recorded media",2,3,D2105,0
"Petroleum, coal, chemical, & associated product",2,3,D2105,0
Non-metallic mineral product,2,3,D2105,0
Metal product,2,3,D2105,0
Transport and industrial machinery & equipment,2,3,D2105,0
Other machinery & equipment,2,3,D2105,0
Other manufacturing,2,3,D2105,0
"Electricity, gas, water, & waste services",1,2,D2105,0
Construction,1,2,D2105,0
Wholesale trade,1,2,D2105,21
Machinery & equipment wholesaling,2,3,D2105,0
Other wholesale trade,2,3,D2105,18
Retail trade,1,2,D2105,15
Accommodation & food services,1,2,D2105,0
"Transport, postal, & warehousing",1,2,D2105,0
Information media & telecommunications,1,2,D2105,9
Publishing,2,3,D2105,3
Motion picture,2,3,D2105,3
Telecommunications,2,3,D2105,0
Financial & insurance services,1,2,D2105,6
Finance,2,3,D2105,0
Insurance,2,3,D2105,0
Auxiliary,2,3,D2105,9
"Rental, hiring, & real estate services",1,2,D2105,12
"Professional, scientific, & technical services",1,2,D2105,0
Computer systems design,2,3,D2105,0
Other professional scientific,2,3,D2105,0
Administrative & support services,1,2,D2105,0
Education & training,1,2,D2105,3
Health care & social assistance,1,2,D2105,0
Arts & recreation services,1,2,D2105,0
Other services,1,2,D2105,0
total,0,1,D2105,93
total,0,1,D2106,276
total,0,1,D2106,72
total,0,1,D2106,30
total,0,1,D2106,39
"Agriculture, forestry, & fishing",1,2,D2106,66
Agriculture,2,3,D2106,51
